type,part_of_speech,source_section,line,english,japanese,explanation,example_1_en,example_1_ja,example_2_en,example_2_ja,review_status
word,noun,beginnerWords,652,summer,夏,,,,,,noun_no_example
word,noun,beginnerWords,653,fall,秋,,,,,,noun_no_example
word,noun,beginnerWords,654,winter,冬,,,,,,noun_no_example
word,noun,beginnerWords,655,Monday,月曜日,,,,,,noun_no_example
word,noun,beginnerWords,656,Tuesday,火曜日,,,,,,noun_no_example
word,noun,beginnerWords,657,Wednesday,水曜日,,,,,,noun_no_example
word,noun,beginnerWords,658,Thursday,木曜日,,,,,,noun_no_example
word,noun,beginnerWords,659,Friday,金曜日,,,,,,noun_no_example
word,noun,beginnerWords,660,Saturday,土曜日,,,,,,noun_no_example
word,noun,beginnerWords,661,Sunday,日曜日,,,,,,noun_no_example
word,noun,beginnerWords,662,January,1月,,,,,,noun_no_example
word,noun,beginnerWords,663,February,2月,,,,,,noun_no_example
word,noun,beginnerWords,664,March,3月,,,,,,noun_no_example
word,noun,beginnerWords,665,April,4月,,,,,,noun_no_example
word,noun,beginnerWords,666,May,5月,,,,,,noun_no_example
word,noun,beginnerWords,667,June,6月,,,,,,noun_no_example
word,noun,beginnerWords,668,July,7月,,,,,,noun_no_example
word,noun,beginnerWords,669,August,8月,,,,,,noun_no_example
word,noun,beginnerWords,670,September,9月,,,,,,noun_no_example
word,noun,beginnerWords,671,October,10月,,,,,,noun_no_example
word,noun,beginnerWords,672,November,11月,,,,,,noun_no_example
word,noun,beginnerWords,673,December,12月,,,,,,noun_no_example
word,adjective,beginnerWords,674,early,早い,,I arrived early today.,今日は早く到着しました。,Let's leave early tomorrow.,明日は早めに出発しましょう。,reviewed
word,adjective,beginnerWords,675,late,遅い,,I'm sorry I'm late.,遅れてすみません。,The train was late this morning.,今朝は電車が遅れました。,reviewed
word,noun,beginnerWords,676,now,今,,,,,,noun_no_example
word,noun,beginnerWords,677,soon,すぐに,,,,,,noun_no_example
word,noun,beginnerWords,678,later,あとで,,,,,,noun_no_example
word,noun,beginnerWords,679,always,いつも,,,,,,noun_no_example
word,adjective,beginnerWords,680,usually,たいてい,,,,,,needs_example_review
word,noun,beginnerWords,681,sometimes,ときどき,,,,,,noun_no_example
word,noun,beginnerWords,682,often,しばしば,,,,,,noun_no_example
word,adjective,beginnerWords,683,never,決して〜ない,,,,,,needs_example_review
word,noun,beginnerWords,684,again,もう一度,,,,,,noun_no_example
word,noun,beginnerWords,685,already,すでに,,,,,,noun_no_example
word,noun,beginnerWords,686,still,まだ,,,,,,noun_no_example
word,noun,beginnerWords,687,really,本当に,,,,,,noun_no_example
word,noun,beginnerWords,688,very,とても,,,,,,noun_no_example
word,noun,beginnerWords,689,quite,かなり,,,,,,noun_no_example
word,noun,beginnerWords,690,just,ちょうど,,,,,,noun_no_example
word,noun,beginnerWords,691,together,一緒に,,,,,,noun_no_example
word,noun,beginnerWords,692,inside,内側に,,,,,,noun_no_example
word,noun,beginnerWords,693,outside,外側に,,,,,,noun_no_example
word,noun,beginnerWords,694,left,左,,,,,,noun_no_example
word,noun,beginnerWords,695,right side,右側,,,,,,noun_no_example
word,noun,beginnerWords,696,straight,まっすぐ,,,,,,noun_no_example
word,noun,beginnerWords,697,up,上へ,,,,,,noun_no_example
word,noun,beginnerWords,698,down,下へ,,,,,,noun_no_example
word,adjective,beginnerWords,699,big,大きい,,,,,,needs_example_review
word,adjective,beginnerWords,701,long,長い,,,,,,needs_example_review
word,adjective,beginnerWords,702,short,短い,,,,,,needs_example_review
word,adjective,beginnerWords,703,high,高い,,,,,,needs_example_review
word,adjective,beginnerWords,704,low,低い,,,,,,needs_example_review
word,adjective,beginnerWords,705,hot,暑い / 熱い,,,,,,needs_example_review
word,adjective,beginnerWords,706,warm,暖かい,,,,,,needs_example_review
word,adjective,beginnerWords,707,cool,涼しい,,,,,,needs_example_review
word,adjective,beginnerWords,708,cold weather,寒い,,Cold weather makes my hands dry.,寒い天気で手が乾燥します。,Wear a warm coat in cold weather.,寒い日は暖かいコートを着てください。,reviewed
word,noun,beginnerWords,709,rain,雨,,,,,,noun_no_example
word,noun,beginnerWords,710,snow,雪,,,,,,noun_no_example
word,noun,beginnerWords,711,wind,風,,,,,,noun_no_example
word,noun,beginnerWords,712,cloud,雲,,,,,,noun_no_example
word,noun,beginnerWords,713,sun,太陽,,,,,,noun_no_example
word,adjective,beginnerWords,714,sunny,晴れた,,,,,,needs_example_review
word,adjective,beginnerWords,715,rainy,雨の,,,,,,needs_example_review
word,adjective,beginnerWords,716,cloudy,くもった,,,,,,needs_example_review
word,adjective,beginnerWords,717,windy,風の強い,,,,,,needs_example_review
word,noun,beginnerWords,718,storm,嵐,,,,,,noun_no_example
word,adjective,beginnerWords,719,clear,晴れた,,,,,,needs_example_review
word,adjective,beginnerWords,720,bright,明るい,,,,,,needs_example_review
word,adjective,beginnerWords,721,dark,暗い,,,,,,needs_example_review
word,adjective,beginnerWords,722,easy,簡単な,,,,,,needs_example_review
word,adjective,beginnerWords,723,hard,難しい,,,,,,needs_example_review
word,adjective,beginnerWords,724,kind,親切な,,,,,,needs_example_review
word,adjective,beginnerWords,725,nice,感じのよい,,,,,,needs_example_review
word,adjective,beginnerWords,726,friendly,親しみやすい,,,,,,needs_example_review
word,adjective,beginnerWords,727,important,重要な,,This document is important.,この書類は重要です。,It's important to arrive on time.,時間通りに到着することは重要です。,reviewed
word,adjective,beginnerWords,728,possible,可能な,,,,,,needs_example_review
word,adjective,beginnerWords,729,ready,準備ができた,,Are you ready to leave?,出発する準備はできていますか。,Dinner is ready.,夕食の準備ができました。,reviewed
word,adjective,beginnerWords,730,full,いっぱいの,,,,,,needs_example_review
word,adjective,beginnerWords,731,empty,空の,,The room is empty now.,その部屋は今、空です。,Please bring an empty bottle.,空のボトルを持ってきてください。,reviewed
word,noun,beginnerWords,735,cost,費用,,,,,,noun_no_example
word,adjective,beginnerWords,736,payment,支払い,,,,,,needs_example_review
word,noun,beginnerWords,741,cashier,レジ係,,,,,,noun_no_example
word,noun,beginnerWords,742,register,レジ,,,,,,noun_no_example
word,noun,beginnerWords,744,purse,小さい財布,,,,,,noun_no_example
word,noun,beginnerWords,745,coin,硬貨,,,,,,noun_no_example
word,noun,beginnerWords,746,bill,紙幣,,,,,,noun_no_example
word,noun,beginnerWords,751,coupon,クーポン,,,,,,noun_no_example
word,noun,beginnerWords,752,tax,税金,,,,,,noun_no_example
word,noun,beginnerWords,753,customer,客,,,,,,noun_no_example
word,noun,beginnerWords,754,clerk,店員,,,,,,noun_no_example
word,noun,beginnerWords,755,store,店,,,,,,noun_no_example
word,noun,beginnerWords,756,market,市場 / マーケット,,,,,,noun_no_example
word,noun,beginnerWords,757,mall,ショッピングモール,,,,,,noun_no_example
word,noun,beginnerWords,758,shelf,棚,,,,,,noun_no_example
word,noun,beginnerWords,759,basket,買い物かご,,,,,,noun_no_example
word,noun,beginnerWords,760,cart,カート,,,,,,noun_no_example
word,adjective,beginnerWords,764,large,大きいサイズの,,,,,,needs_example_review
word,adjective,beginnerWords,765,extra large,特大サイズの,,Do you have this shirt in extra large?,このシャツの特大サイズはありますか。,I ordered an extra large coffee.,特大サイズのコーヒーを注文しました。,reviewed
word,verb,beginnerWords,766,try on,試着する,,,,,,needs_example_review
word,verb,beginnerWords,767,return,返品する,,,,,,needs_example_review
word,verb,beginnerWords,768,exchange,交換する,,,,,,needs_example_review
word,noun,beginnerWords,769,refund,返金,,,,,,noun_no_example
word,noun,beginnerWords,770,package,荷物,,,,,,noun_no_example
word,noun,beginnerWords,771,delivery,配達,,,,,,noun_no_example
word,noun,beginnerWords,773,zip code,郵便番号,,,,,,noun_no_example
word,noun,beginnerWords,774,stamp,切手,,,,,,noun_no_example
word,noun,beginnerWords,775,mailbox,郵便受け,,,,,,noun_no_example
word,noun,beginnerWords,780,snack,軽食 / おやつ,,,,,,noun_no_example
word,noun,beginnerWords,781,dessert,デザート,,,,,,noun_no_example
word,noun,beginnerWords,786,noodle,麺,,,,,,noun_no_example
word,noun,beginnerWords,787,fruit,果物,,,,,,noun_no_example
word,noun,beginnerWords,788,vegetable,野菜,,,,,,noun_no_example
word,noun,beginnerWords,801,bottle,ボトル,,,,,,noun_no_example
word,noun,beginnerWords,810,napkin,ナプキン,,,,,,noun_no_example
word,noun,beginnerWords,811,straw,ストロー,,,,,,noun_no_example
word,noun,beginnerWords,812,check,会計,,,,,,noun_no_example
word,noun,beginnerWords,814,lock,鍵をかける / 錠,,,,,,noun_no_example
word,noun,beginnerWords,824,brush,ブラシ,,,,,,noun_no_example
word,noun,beginnerWords,825,comb,くし,,,,,,noun_no_example
word,noun,beginnerWords,826,dryer,ドライヤー,,,,,,noun_no_example
word,noun,beginnerWords,832,fridge,冷蔵庫,,,,,,noun_no_example
word,noun,beginnerWords,836,washing machine,洗濯機,,,,,,noun_no_example
word,noun,beginnerWords,837,hanger,ハンガー,,,,,,noun_no_example
word,noun,beginnerWords,838,laundry basket,洗濯かご,,,,,,noun_no_example
word,noun,beginnerWords,839,trash bag,ごみ袋,,,,,,noun_no_example
word,noun,beginnerWords,840,tissue,ティッシュ,,,,,,noun_no_example
word,noun,beginnerWords,841,remote,リモコン,,,,,,noun_no_example
word,noun,beginnerWords,842,outlet,コンセント,,,,,,noun_no_example
word,noun,beginnerWords,844,smartphone,スマートフォン,,,,,,noun_no_example
word,noun,beginnerWords,850,browser,ブラウザ,,,,,,noun_no_example
word,noun,beginnerWords,851,app,アプリ,,,,,,noun_no_example
word,noun,beginnerWords,853,Wi-Fi,Wi-Fi,,,,,,noun_no_example
word,noun,beginnerWords,854,signal,電波,,,,,,noun_no_example
word,verb,beginnerWords,855,download,ダウンロードする,,Please download the file before the meeting.,会議の前にファイルをダウンロードしてください。,I downloaded the app yesterday.,昨日そのアプリをダウンロードしました。,reviewed
word,verb,beginnerWords,856,upload,アップロードする,,Please upload the photo here.,ここに写真をアップロードしてください。,I uploaded the document this morning.,今朝その書類をアップロードしました。,reviewed
word,verb,beginnerWords,857,click,クリックする,,Click the blue button to continue.,続けるには青いボタンをクリックしてください。,I clicked the wrong link by mistake.,間違えて別のリンクをクリックしました。,reviewed
word,verb,beginnerWords,858,tap,タップする,,Tap the screen twice.,画面を2回タップしてください。,I tapped the wrong icon.,間違ったアイコンをタップしました。,reviewed
word,verb,beginnerWords,859,scan,スキャンする,,,,,,needs_example_review
word,noun,beginnerWords,868,allergy,アレルギー,,,,,,noun_no_example
word,noun,beginnerWords,869,bandage,ばんそうこう,,,,,,noun_no_example
word,noun,beginnerWords,870,emergency,緊急事態,,,,,,noun_no_example
word,noun,beginnerWords,871,fire,火事,,,,,,noun_no_example
word,noun,beginnerWords,872,exit sign,非常口の表示,,,,,,noun_no_example
word,noun,beginnerWords,873,lost and found,忘れ物係,,,,,,noun_no_example
word,noun,beginnerWords,875,stop,停留所 / 止まる,,,,,,noun_no_example
word,noun,beginnerWords,877,ticket gate,改札,,,,,,noun_no_example
word,noun,beginnerWords,879,traffic light,信号,,,,,,noun_no_example
word,noun,beginnerWords,881,escalator,エスカレーター,,,,,,noun_no_example
word,noun,beginnerWords,883,entrance fee,入場料,,,,,,noun_no_example
word,noun,intermediateWords,888,reservation,予約,,,,,,noun_no_example
word,noun,intermediateWords,889,passport,パスポート,,,,,,noun_no_example
word,noun,intermediateWords,890,luggage,荷物,,,,,,noun_no_example
word,noun,intermediateWords,891,suitcase,スーツケース,,,,,,noun_no_example
word,noun,intermediateWords,892,boarding pass,搭乗券,,,,,,noun_no_example
word,noun,intermediateWords,893,departure,出発,,,,,,noun_no_example
word,noun,intermediateWords,894,arrival,到着,,,,,,noun_no_example
word,noun,intermediateWords,895,delay,遅延,,,,,,noun_no_example
word,noun,intermediateWords,896,traffic,交通状況,,,,,,noun_no_example
word,noun,intermediateWords,897,route,経路,,,,,,noun_no_example
word,noun,intermediateWords,898,destination,目的地,,,,,,noun_no_example
word,noun,intermediateWords,899,direction,方向,,,,,,noun_no_example
word,noun,intermediateWords,900,entrance,入口,,,,,,noun_no_example
word,noun,intermediateWords,901,exit,出口,,,,,,noun_no_example
word,noun,intermediateWords,904,trip,旅行,,,,,,noun_no_example
word,noun,intermediateWords,905,journey,旅,,,,,,noun_no_example
word,noun,intermediateWords,906,cancel,取り消す,,,,,,noun_no_example
word,verb,intermediateWords,907,confirm,確認する,,Please confirm the meeting time.,会議の時間を確認してください。,I confirmed the reservation by email.,メールで予約を確認しました。,reviewed
word,noun,intermediateWords,908,transfer,乗り換え,,,,,,noun_no_example
word,noun,intermediateWords,909,laundry,洗濯,,,,,,noun_no_example
word,noun,intermediateWords,910,detergent,洗剤,,,,,,noun_no_example
word,noun,intermediateWords,911,trash,ごみ,,,,,,noun_no_example
word,verb,intermediateWords,912,recycle,再利用する,,,,,,needs_example_review
word,verb,intermediateWords,913,repair,修理する,,,,,,needs_example_review
word,verb,intermediateWords,914,replace,交換する,,,,,,needs_example_review
word,verb,intermediateWords,915,organize,整理する,,,,,,needs_example_review
word,noun,intermediateWords,917,heat,温める,,,,,,noun_no_example
word,noun,intermediateWords,918,freeze,凍らせる,,,,,,noun_no_example
word,noun,intermediateWords,919,boil,ゆでる,,,,,,noun_no_example
word,noun,intermediateWords,920,fry,焼く / 揚げる,,,,,,noun_no_example
word,noun,intermediateWords,921,bake,焼く,,,,,,noun_no_example
word,noun,intermediateWords,922,mix,混ぜる,,,,,,noun_no_example
word,noun,intermediateWords,923,pour,注ぐ,,,,,,noun_no_example
word,noun,intermediateWords,924,decorate,飾る,,,,,,noun_no_example
word,verb,intermediateWords,925,invite,招待する,,I will invite my friend to dinner.,友だちを夕食に招待します。,They invited us to the meeting.,彼らは私たちを会議に招待しました。,reviewed
word,verb,intermediateWords,926,host,主催する,,,,,,needs_example_review
word,noun,intermediateWords,927,relax,くつろぐ,,,,,,noun_no_example
word,noun,intermediateWords,928,stretch,伸ばす,,,,,,noun_no_example
word,verb,intermediateWords,929,exercise,運動する,,,,,,needs_example_review
word,verb,intermediateWords,931,reply,返信する,,Please reply by tomorrow.,明日までに返信してください。,I replied to her message.,彼女のメッセージに返信しました。,reviewed
word,verb,intermediateWords,932,respond,応答する,,He responded quickly.,彼はすぐに応答しました。,Please respond to this email.,このメールに返信してください。,reviewed
word,verb,intermediateWords,933,explain,説明する,,Can you explain this word?,この単語を説明してもらえますか。,I explained the rule again.,そのルールをもう一度説明しました。,reviewed
word,verb,intermediateWords,934,describe,説明する,,Can you describe the problem?,問題の内容を説明できますか。,She described the room in detail.,彼女はその部屋を詳しく説明しました。,reviewed
word,verb,intermediateWords,935,mention,言及する,,,,,,needs_example_review
word,noun,intermediateWords,936,repeat,繰り返す,,,,,,noun_no_example
word,verb,intermediateWords,937,pronounce,発音する,,How do you pronounce this word?,この単語はどう発音しますか。,Please pronounce it slowly.,それをゆっくり発音してください。,reviewed
word,verb,intermediateWords,938,translate,翻訳する,,Can you translate this sentence?,この文を翻訳できますか。,I translated the menu into Japanese.,メニューを日本語に翻訳しました。,reviewed
word,verb,intermediateWords,939,introduce,紹介する,,Let me introduce my friend.,友だちを紹介させてください。,She introduced me to her team.,彼女は私をチームに紹介しました。,reviewed
word,verb,intermediateWords,940,greet,あいさつする,,,,,,needs_example_review
word,verb,intermediateWords,941,apologize,謝る,,I need to apologize to her.,彼女に謝る必要があります。,Please apologize for the mistake.,その間違いについて謝ってください。,reviewed
word,noun,intermediateWords,942,forgive,許す,,,,,,noun_no_example
word,verb,intermediateWords,943,promise,約束する,,,,,,needs_example_review
word,verb,intermediateWords,944,suggest,提案する,,Can you suggest a good restaurant?,よいレストランを提案してくれますか。,He suggested a different plan.,彼は別の計画を提案しました。,reviewed
word,verb,intermediateWords,945,recommend,おすすめする,,What do you recommend here?,ここでは何がおすすめですか。,I recommend this book.,この本をおすすめします。,reviewed
word,verb,intermediateWords,946,agree,同意する,,I agree with your idea.,あなたの考えに賛成です。,We agreed on the next step.,次の進め方について合意しました。,reviewed
word,verb,intermediateWords,947,disagree,反対する,,I disagree with that point.,その点には反対です。,They disagreed about the schedule.,彼らは予定について意見が合いませんでした。,reviewed
word,verb,intermediateWords,948,argue,議論する,,,,,,needs_example_review
word,noun,intermediateWords,949,discuss,話し合う,,,,,,noun_no_example
word,verb,intermediateWords,950,complain,不満を言う,,,,,,needs_example_review
word,verb,intermediateWords,951,warn,警告する,,The sign warns drivers about the curve.,その標識は運転者にカーブを警告しています。,I warned him about the risk.,そのリスクについて彼に警告しました。,reviewed
word,verb,intermediateWords,952,advise,助言する,,The doctor advised me to rest.,医者は私に休むよう助言しました。,Can you advise me on this issue?,この件について助言してもらえますか。,reviewed
word,noun,intermediateWords,953,encourage,励ます,,,,,,noun_no_example
word,noun,intermediateWords,954,mood,気分,,,,,,noun_no_example
word,noun,intermediateWords,955,emotion,感情,,,,,,noun_no_example
word,noun,intermediateWords,956,impression,印象,,,,,,noun_no_example
word,noun,intermediateWords,957,opinion,意見,,,,,,noun_no_example
word,noun,intermediateWords,958,choice,選択,,,,,,noun_no_example
word,noun,intermediateWords,959,reason,理由,,,,,,noun_no_example
word,noun,intermediateWords,960,result,結果,,,,,,noun_no_example
word,adjective,intermediateWords,961,surprised,驚いた,,,,,,needs_example_review
word,adjective,intermediateWords,962,nervous,緊張した,,,,,,needs_example_review
word,adjective,intermediateWords,963,embarrassed,恥ずかしい,,,,,,needs_example_review
word,adjective,intermediateWords,964,relieved,ほっとした,,,,,,needs_example_review
word,noun,intermediateWords,965,curious,興味がある,,,,,,noun_no_example
word,adjective,intermediateWords,966,comfortable,快適な,,,,,,needs_example_review
word,noun,intermediateWords,967,confident,自信がある,,,,,,noun_no_example
word,adjective,intermediateWords,968,honest,正直な,,,,,,needs_example_review
word,adjective,intermediateWords,969,polite,丁寧な,,,,,,needs_example_review
word,adjective,intermediateWords,970,serious,真面目な,,,,,,needs_example_review
word,noun,intermediateWords,971,actually,実は,,,,,,noun_no_example
word,noun,intermediateWords,972,probably,たぶん,,,,,,noun_no_example
word,noun,intermediateWords,973,perhaps,もしかすると,,,,,,noun_no_example
word,noun,intermediateWords,974,exactly,正確に / まさに,,,,,,noun_no_example
word,noun,intermediateWords,975,especially,特に,,,,,,noun_no_example
word,noun,intermediateWords,976,instead,代わりに,,,,,,noun_no_example
word,noun,intermediateWords,977,otherwise,さもないと / ほかの場合は,,,,,,noun_no_example
word,noun,intermediateWords,978,therefore,したがって,,,,,,noun_no_example
word,noun,intermediateWords,979,however,しかしながら,,,,,,noun_no_example
word,noun,intermediateWords,980,meanwhile,その間に,,,,,,noun_no_example
word,noun,intermediateWords,981,recently,最近,,,,,,noun_no_example
word,noun,intermediateWords,982,currently,現在,,,,,,noun_no_example
word,noun,intermediateWords,983,finally,ついに / 最後に,,,,,,noun_no_example
word,noun,intermediateWords,984,suddenly,突然,,,,,,noun_no_example
word,noun,intermediateWords,985,quietly,静かに,,,,,,noun_no_example
word,noun,intermediateWords,986,carefully,注意深く,,,,,,noun_no_example
word,noun,intermediateWords,987,luckily,幸運にも,,,,,,noun_no_example
word,noun,intermediateWords,988,unfortunately,残念ながら,,,,,,noun_no_example
word,noun,intermediateWords,989,nearly,ほとんど / もう少しで,,,,,,noun_no_example
word,adjective,intermediateWords,990,exact,正確な,,,,,,needs_example_review
word,noun,intermediateWords,991,similar,似ている,,,,,,noun_no_example
word,adjective,intermediateWords,992,common,よくある / 一般的な,,,,,,needs_example_review
word,adjective,intermediateWords,993,local,地元の,,,,,,needs_example_review
word,adjective,intermediateWords,994,public,公共の,,,,,,needs_example_review
word,adjective,intermediateWords,995,private,私的な,,,,,,needs_example_review
word,adjective,intermediateWords,996,traditional,伝統的な,,,,,,needs_example_review
word,adjective,intermediateWords,997,modern,現代的な,,,,,,needs_example_review
word,adjective,intermediateWords,998,famous,有名な,,,,,,needs_example_review
word,adjective,intermediateWords,999,popular,人気のある,,,,,,needs_example_review
word,adjective,intermediateWords,1000,useful,役に立つ,,This phrase is useful at the airport.,このフレーズは空港で役に立ちます。,The map was useful during the trip.,旅行中、その地図は役に立ちました。,reviewed
word,adjective,intermediateWords,1001,convenient,便利な,,This app is convenient for travel.,このアプリは旅行に便利です。,The hotel is in a convenient location.,そのホテルは便利な場所にあります。,reviewed
word,adjective,intermediateWords,1002,necessary,必要な,,A passport is necessary for this trip.,この旅行にはパスポートが必要です。,Is it necessary to print the ticket?,チケットを印刷する必要がありますか。,reviewed
word,noun,intermediateWords,1005,crowded,混んでいる,,,,,,noun_no_example
word,adjective,intermediateWords,1006,quiet,静かな,,This cafe is quiet in the morning.,このカフェは朝は静かです。,Please keep your phone quiet.,携帯電話を静かにしてください。,reviewed
word,adjective,intermediateWords,1007,available,利用できる / 空いている,,Is this seat available?,この席は空いていますか。,The room is available after three.,その部屋は3時以降に利用できます。,reviewed
word,noun,intermediateWords,1008,worth,価値がある,,,,,,noun_no_example
word,noun,intermediateWords,1009,memory,記憶,,,,,,noun_no_example
word,noun,intermediateWords,1010,habit,習慣,,,,,,noun_no_example
word,noun,intermediateWords,1011,experience,経験,,,,,,noun_no_example
word,noun,intermediateWords,1012,skill,技能,,,,,,noun_no_example
word,noun,intermediateWords,1013,knowledge,知識,,,,,,noun_no_example
word,noun,intermediateWords,1014,culture,文化,,,,,,noun_no_example
word,noun,intermediateWords,1015,custom,習慣 / 風習,,,,,,noun_no_example
word,noun,intermediateWords,1016,relationship,関係,,,,,,noun_no_example
word,noun,intermediateWords,1017,situation,状況,,,,,,noun_no_example
word,noun,intermediateWords,1018,environment,環境,,,,,,noun_no_example
word,noun,intermediateWords,1019,conversation,会話,,,,,,noun_no_example
word,noun,intermediateWords,1020,topic,話題,,,,,,noun_no_example
word,noun,intermediateWords,1022,sentence,文,,,,,,noun_no_example
word,noun,intermediateWords,1023,paragraph,段落,,,,,,noun_no_example
word,noun,intermediateWords,1024,article,記事,,,,,,noun_no_example
word,noun,intermediateWords,1025,notice,掲示 / 気づく,,,,,,noun_no_example
word,noun,intermediateWords,1026,announcement,案内放送 / 発表,,,,,,noun_no_example
word,noun,intermediateWords,1027,instruction,指示 / 説明,,,,,,noun_no_example
word,noun,intermediateWords,1028,warning,警告,,,,,,noun_no_example
word,noun,intermediateWords,1029,permission,許可,,,,,,noun_no_example
word,noun,intermediateWords,1030,invitation,招待,,,,,,noun_no_example
word,noun,intermediateWords,1031,celebrate,祝う,,,,,,noun_no_example
word,noun,intermediateWords,1032,avoid,避ける,,,,,,noun_no_example
word,verb,intermediateWords,1035,return home,帰宅する,,,,,,needs_example_review
word,noun,intermediateWords,1036,arrange,手配する / 整える,,,,,,noun_no_example
word,noun,intermediateWords,1037,contact,連絡する / 連絡,,,,,,noun_no_example
word,verb,intermediateWords,1039,save,保存する / 節約する,,Save the file before you close it.,閉じる前にファイルを保存してください。,This coupon can save you money.,このクーポンでお金を節約できます。,reviewed
word,verb,intermediateWords,1040,delete,削除する,,Please delete the old file.,古いファイルを削除してください。,I deleted the message by mistake.,間違えてメッセージを削除しました。,reviewed
word,verb,intermediateWords,1041,compare,比較する,,Let's compare the two prices.,2つの価格を比較しましょう。,I compared several hotels online.,オンラインでいくつかのホテルを比較しました。,reviewed
word,noun,advancedWords,1045,perspective,視点,,,,,,noun_no_example
word,noun,advancedWords,1046,option,選択肢,,,,,,noun_no_example
word,noun,advancedWords,1047,evidence,証拠,,,,,,noun_no_example
word,noun,advancedWords,1048,assumption,前提,,,,,,noun_no_example
word,noun,advancedWords,1049,context,文脈,,,,,,noun_no_example
word,noun,advancedWords,1050,strategy,戦略,,,,,,noun_no_example
word,noun,advancedWords,1051,approach,やり方,,,,,,noun_no_example
word,noun,advancedWords,1052,balance,バランス,,,,,,noun_no_example
word,noun,advancedWords,1053,priority,優先事項,,,,,,noun_no_example
word,noun,advancedWords,1054,outcome,結果,,,,,,noun_no_example
word,noun,advancedWords,1055,impact,影響,,,,,,noun_no_example
word,noun,advancedWords,1056,challenge,課題,,,,,,noun_no_example
word,noun,advancedWords,1057,opportunity,機会,,,,,,noun_no_example
word,noun,advancedWords,1058,solution,解決策,,,,,,noun_no_example
word,noun,advancedWords,1059,concern,懸念,,,,,,noun_no_example
word,noun,advancedWords,1060,confusion,混乱,,,,,,noun_no_example
word,noun,advancedWords,1061,clarity,明確さ,,,,,,noun_no_example
word,noun,advancedWords,1062,detail,詳細,,,,,,noun_no_example
word,noun,advancedWords,1063,summary,要約,,,,,,noun_no_example
word,noun,advancedWords,1064,argument,主張,,,,,,noun_no_example
word,noun,advancedWords,1065,analysis,分析,,,,,,noun_no_example
word,noun,advancedWords,1066,comparison,比較,,,,,,noun_no_example
word,noun,advancedWords,1067,contrast,対比,,,,,,noun_no_example
word,noun,advancedWords,1068,conclusion,結論,,,,,,noun_no_example
word,noun,advancedWords,1069,possibility,可能性,,,,,,noun_no_example
word,noun,advancedWords,1070,probability,確率,,,,,,noun_no_example
word,noun,advancedWords,1071,advantage,利点,,,,,,noun_no_example
word,noun,advancedWords,1072,disadvantage,欠点,,,,,,noun_no_example
word,noun,advancedWords,1073,consequence,結果,,,,,,noun_no_example
word,noun,advancedWords,1074,principle,原則,,,,,,noun_no_example
word,noun,advancedWords,1075,policy,方針,,,,,,noun_no_example
word,noun,advancedWords,1076,process,過程,,,,,,noun_no_example
word,noun,advancedWords,1077,progress,進歩,,,,,,noun_no_example
word,noun,advancedWords,1078,insight,洞察,,,,,,noun_no_example
word,noun,advancedWords,1079,judgment,判断,,,,,,noun_no_example
word,noun,advancedWords,1080,decision,決定,,,,,,noun_no_example
word,noun,advancedWords,1081,alternative,代替案,,,,,,noun_no_example
word,noun,advancedWords,1082,complexity,複雑さ,,,,,,noun_no_example
word,noun,advancedWords,1083,efficiency,効率,,,,,,noun_no_example
word,noun,advancedWords,1084,consistency,一貫性,,,,,,noun_no_example
word,noun,advancedWords,1085,flexibility,柔軟性,,,,,,noun_no_example
word,noun,advancedWords,1086,significance,重要性,,,,,,noun_no_example
word,verb,advancedWords,1087,persuade,説得する,,,,,,needs_example_review
word,verb,advancedWords,1088,justify,正当化する,,,,,,needs_example_review
word,verb,advancedWords,1089,evaluate,評価する,,,,,,needs_example_review
word,verb,advancedWords,1090,interpret,解釈する,,,,,,needs_example_review
word,noun,advancedWords,1091,demonstrate,示す,,,,,,noun_no_example
word,verb,advancedWords,1092,highlight,強調する,,,,,,needs_example_review
word,verb,advancedWords,1093,clarify,明確にする,,,,,,needs_example_review
word,verb,advancedWords,1094,assess,査定する,,,,,,needs_example_review
word,verb,advancedWords,1095,consider,検討する,,,,,,needs_example_review
word,verb,advancedWords,1096,recognize,認識する,,,,,,needs_example_review
word,noun,advancedWords,1097,estimate,見積もる,,,,,,noun_no_example
word,verb,advancedWords,1098,negotiate,交渉する,,,,,,needs_example_review
word,verb,advancedWords,1099,resolve,解決する,,,,,,needs_example_review
word,verb,advancedWords,1100,distinguish,区別する,,,,,,needs_example_review
word,adjective,advancedWords,1101,specific,具体的な,,Can you give me a specific example?,具体的な例を出してもらえますか。,Please be more specific.,もう少し具体的に言ってください。,reviewed
word,adjective,advancedWords,1102,abstract,抽象的な,,,,,,needs_example_review
word,adjective,advancedWords,1103,logical,論理的な,,,,,,needs_example_review
word,adjective,advancedWords,1104,practical,実用的な,,This is practical advice.,これは実用的な助言です。,I want to learn practical English.,実用的な英語を学びたいです。,reviewed
word,adjective,advancedWords,1105,realistic,現実的な,,,,,,needs_example_review
word,noun,advancedWords,1106,interpretation,解釈,,,,,,noun_no_example
word,noun,advancedWords,1107,framework,枠組み,,,,,,noun_no_example
word,noun,advancedWords,1108,criterion,基準,,,,,,noun_no_example
word,noun,advancedWords,1109,variable,変数 / 要因,,,,,,noun_no_example
word,noun,advancedWords,1110,factor,要因,,,,,,noun_no_example
